@relation training_keyboard.arff-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C26-Llast

@attribute Pacman_posx numeric
@attribute Pacman_posy numeric
@attribute Number_ghosts numeric
@attribute Ghost1_Distance numeric
@attribute Ghost2_Distance numeric
@attribute Ghost3_Distance numeric
@attribute Ghost4_Distance numeric
@attribute Ghost1_Posx numeric
@attribute Ghost1_Posy numeric
@attribute Ghost2_Posx numeric
@attribute Ghost2_Posy numeric
@attribute Ghost3_Posx numeric
@attribute Ghost3_Posy numeric
@attribute Ghost4_Posx numeric
@attribute Ghost4_Posy numeric
@attribute Living_Ghost1 {True,False}
@attribute Living_Ghost2 {True,False}
@attribute Living_Ghost3 {True,False}
@attribute Living_Ghost4 {True,False}
@attribute Ghost1_Direction {North,South,East,West,Stop,None}
@attribute Ghost2_Direction {North,South,East,West,Stop,None}
@attribute Ghost3_Direction {North,South,East,West,Stop,None}
@attribute Ghost4_Direction {North,South,East,West,Stop,None}
@attribute pacDots numeric
@attribute Dist_nearest_pacDots numeric
@attribute Pacman_direction {North,South,East,West,Stop}
@attribute Score numeric
@attribute East_Legal {True,False}
@attribute West_Legal {True,False}
@attribute North_Legal {True,False}
@attribute South_Legal {True,False}
@attribute FutureScore numeric

@data
10,7,4,10000,10000,11,16,1,1,3,1,20,6,24,6,False,False,True,True,Stop,Stop,North,East,0,-1,North,366,True,True,True,True,365
10,8,4,10000,10000,11,16,1,1,3,1,19,6,25,6,False,False,True,True,Stop,Stop,West,West,0,-1,North,365,True,True,True,True,364
10,9,4,10000,10000,13,18,1,1,3,1,20,6,24,6,False,False,True,True,Stop,Stop,East,East,0,-1,North,364,True,True,True,True,363
10,10,4,10000,10000,14,19,1,1,3,1,20,6,25,6,False,False,True,True,Stop,Stop,East,East,0,-1,North,363,True,True,True,True,362
10,11,4,10000,10000,16,20,1,1,3,1,21,6,25,6,False,False,True,True,Stop,Stop,East,East,0,-1,North,362,True,True,True,True,361
10,12,4,10000,10000,16,22,1,1,3,1,20,6,25,6,False,False,True,True,Stop,Stop,West,South,0,-1,East,361,True,True,True,True,360
11,12,4,10000,10000,16,20,1,1,3,1,21,6,25,5,False,False,True,True,Stop,Stop,East,North,0,-1,East,360,True,True,False,True,359
12,12,4,10000,10000,16,19,1,1,3,1,22,6,25,6,False,False,True,True,Stop,Stop,East,North,0,-1,East,359,True,True,False,False,358
13,12,4,10000,10000,14,19,1,1,3,1,21,6,25,6,False,False,True,True,Stop,Stop,West,East,0,-1,East,358,True,True,False,True,357
14,12,4,10000,10000,13,17,1,1,3,1,21,6,26,6,False,False,True,True,Stop,Stop,West,West,0,-1,South,357,True,True,True,True,356
14,11,4,10000,10000,13,15,1,1,3,1,22,6,25,6,False,False,True,True,Stop,Stop,East,North,0,-1,South,356,True,True,True,True,355
14,10,4,10000,10000,13,15,1,1,3,1,23,6,25,7,False,False,True,True,Stop,Stop,East,South,0,-1,South,355,True,True,True,True,354
14,9,4,10000,10000,11,15,1,1,3,1,23,7,25,6,False,False,True,True,Stop,Stop,North,South,0,-1,South,354,False,True,True,True,353
14,8,4,10000,10000,9,13,1,1,3,1,23,8,25,5,False,False,True,True,Stop,Stop,North,West,0,-1,East,353,True,True,True,True,352
15,8,4,10000,10000,9,11,1,1,3,1,23,7,24,5,False,False,True,True,Stop,Stop,South,North,0,-1,East,352,True,True,False,False,351
16,8,4,10000,10000,9,11,1,1,3,1,24,7,24,6,False,False,True,True,Stop,Stop,East,South,0,-1,East,351,True,True,False,False,350
17,8,4,10000,10000,9,11,1,1,3,1,24,6,24,5,False,False,True,True,Stop,Stop,South,South,0,-1,East,350,True,True,False,False,349
18,8,4,10000,10000,9,9,1,1,3,1,25,6,24,4,False,False,True,True,Stop,Stop,East,West,0,-1,East,349,True,True,False,False,348
19,8,4,10000,10000,9,7,1,1,3,1,25,5,23,4,False,False,True,True,Stop,Stop,South,North,0,-1,East,348,True,True,False,False,347
20,8,4,10000,10000,9,5,1,1,3,1,26,5,23,5,False,False,True,True,Stop,Stop,East,North,0,-1,East,347,True,True,False,False,346
21,8,4,10000,10000,7,5,1,1,3,1,25,5,23,6,False,False,True,True,Stop,Stop,West,South,0,-1,East,346,True,True,False,False,345
22,8,4,10000,10000,5,3,1,1,3,1,25,6,23,5,False,False,True,True,Stop,Stop,North,North,0,-1,East,345,True,True,False,False,344
23,8,4,10000,10000,4,3,1,1,3,1,25,6,23,6,False,False,True,True,Stop,Stop,North,South,0,-1,East,344,True,True,True,True,343
24,8,4,10000,10000,4,4,1,1,3,1,26,6,23,5,False,False,True,True,Stop,Stop,East,South,0,-1,South,343,True,True,True,True,342
24,7,4,10000,10000,4,2,1,1,3,1,27,6,23,5,False,False,True,True,Stop,Stop,East,East,0,-1,South,342,True,True,True,True,341
24,6,4,10000,10000,4,2,1,1,3,1,28,6,24,5,False,False,True,True,Stop,Stop,East,South,0,-1,South,341,True,True,True,True,540
24,5,4,10000,10000,4,10000,1,1,3,1,27,6,24,4,False,False,True,False,Stop,Stop,West,Stop,0,-1,East,540,True,True,True,True,539
25,5,4,10000,10000,4,10000,1,1,3,1,27,7,7,1,False,False,True,False,Stop,Stop,North,Stop,0,-1,East,539,True,True,True,True,538
26,5,4,10000,10000,4,10000,1,1,3,1,28,7,7,1,False,False,True,False,Stop,Stop,East,Stop,0,-1,East,538,True,True,True,True,537
27,5,4,10000,10000,2,10000,1,1,3,1,28,6,7,1,False,False,True,False,Stop,Stop,South,Stop,0,-1,North,537,True,True,True,True,536
27,6,4,10000,10000,1,10000,1,1,3,1,28,6,7,1,False,False,True,False,Stop,Stop,South,Stop,0,-1,North,536,True,True,True,True,535
27,7,4,10000,10000,1,10000,1,1,3,1,27,6,7,1,False,False,True,False,Stop,Stop,West,Stop,0,-1,East,535,True,True,True,True,534
28,7,4,10000,10000,1,10000,1,1,3,1,27,7,7,1,False,False,True,False,Stop,Stop,North,Stop,0,-1,South,533,False,True,True,True,532
28,6,4,10000,10000,3,10000,1,1,3,1,26,7,7,1,False,False,True,False,Stop,Stop,West,Stop,0,-1,South,532,False,True,True,True,531
28,5,4,10000,10000,4,10000,1,1,3,1,26,7,7,1,False,False,True,False,Stop,Stop,West,Stop,0,-1,West,531,False,True,True,True,530
4,12,4,14,13,16,21,9,3,11,6,20,12,22,10,True,True,True,True,East,South,East,South,121,2,South,-2,True,True,False,True,-3
4,11,4,14,13,17,21,10,3,12,6,20,12,22,9,True,True,True,True,East,East,East,South,121,1,East,-3,True,True,True,True,96
5,11,4,14,13,15,19,11,3,13,6,20,11,22,8,True,True,True,True,East,East,South,North,120,1,East,96,True,True,True,True,195
6,11,4,12,12,14,17,10,3,13,6,20,11,22,9,True,True,True,True,West,East,South,North,119,1,East,195,True,True,True,True,294
7,11,4,10,11,14,17,9,3,13,6,20,12,22,10,True,True,True,True,West,East,North,South,118,1,South,294,True,True,True,True,393
7,10,4,9,11,14,15,9,3,13,5,20,11,22,9,True,True,True,True,West,South,South,North,117,1,South,393,True,True,True,True,492
7,9,4,8,11,14,17,9,3,13,4,20,10,22,10,True,True,True,True,West,South,South,East,116,1,West,492,True,True,True,True,491
6,9,4,10,11,14,18,10,3,12,4,20,9,23,10,True,True,True,True,East,West,South,East,116,1,West,491,True,True,True,True,490
5,9,4,10,11,14,18,10,4,11,4,19,9,23,10,True,True,True,True,North,West,West,South,116,1,East,490,True,True,True,True,489
6,9,4,10,10,13,16,10,3,11,4,19,9,23,9,True,True,True,True,South,West,West,West,116,1,East,489,True,True,True,True,488
7,9,4,8,9,13,16,10,4,11,4,19,8,22,9,True,True,True,True,North,West,South,East,116,1,East,488,True,True,True,True,587
8,9,4,8,7,11,14,10,3,11,5,18,8,23,9,True,True,True,True,South,North,West,West,115,1,East,587,True,True,True,True,686
9,9,4,7,6,10,14,10,3,11,5,18,8,22,9,True,True,True,True,South,North,West,South,114,1,East,686,True,True,True,True,785
10,9,4,5,6,8,12,10,4,12,5,18,9,22,8,True,True,True,True,North,East,North,West,113,1,South,785,True,True,True,True,884
10,8,4,4,4,8,12,10,4,12,6,17,9,21,8,True,True,True,True,North,North,West,North,112,1,South,884,True,True,True,True,983
10,7,4,2,2,8,12,10,5,11,6,16,9,21,9,True,True,True,True,North,West,West,West,111,1,South,983,True,True,True,True,1082
10,6,4,2,2,8,14,9,5,11,7,15,9,20,9,True,True,True,True,West,North,West,North,110,1,West,1082,True,True,True,True,1181
9,6,4,1,2,10,16,9,5,11,6,15,10,20,10,True,True,True,True,West,South,North,North,109,1,West,1181,True,True,True,True,1280
8,6,4,3,4,10,17,10,5,11,5,15,9,20,11,True,True,True,True,East,South,South,North,108,1,West,1280,True,True,True,True,1379
7,6,4,3,5,12,18,9,5,11,5,16,9,20,11,True,True,True,True,West,South,East,North,107,1,North,1379,True,True,True,True,1478
7,7,4,5,5,10,18,9,4,11,6,15,9,20,11,True,True,True,True,South,North,West,East,106,1,North,1478,True,True,True,True,1577
7,8,4,7,5,10,16,9,3,10,6,15,10,21,11,True,True,True,True,South,West,North,West,105,1,East,1577,True,True,True,True,1576
8,8,4,6,5,9,15,9,3,10,5,15,10,20,11,True,True,True,True,South,South,North,West,105,2,East,1576,True,True,True,True,1575
9,8,4,4,5,9,15,9,4,11,5,16,10,20,11,True,True,True,True,North,East,East,North,105,2,East,1575,True,True,True,True,1574
10,8,4,5,3,9,14,9,4,10,5,17,10,20,12,True,True,True,True,North,West,East,North,105,1,East,1574,True,True,True,True,1673
11,8,4,7,5,8,13,8,4,9,5,17,10,20,12,True,True,True,True,West,West,East,North,104,1,East,1673,True,True,True,True,1772
12,8,4,7,5,8,13,8,5,9,6,17,11,20,12,True,True,True,True,North,North,North,East,103,1,South,1772,True,True,True,True,1871
12,7,4,6,3,9,13,8,5,10,6,17,11,21,12,True,True,True,True,North,East,North,South,102,2,South,1871,True,True,True,True,1870
12,6,4,6,3,9,15,8,4,10,5,17,10,21,11,True,True,True,True,South,South,South,East,102,1,South,1870,True,True,True,True,1969
12,5,4,4,2,11,17,9,4,10,5,17,11,22,11,True,True,True,True,East,South,North,North,101,1,West,1969,True,True,True,True,2068
11,5,4,2,2,11,17,10,4,10,4,16,11,22,12,True,True,True,True,East,South,West,South,100,1,West,2068,True,True,True,True,2567
10,5,4,10000,10000,13,17,1,1,3,1,17,11,22,11,False,False,True,True,Stop,Stop,East,South,99,1,West,2567,True,True,True,True,2566
9,5,4,10000,10000,14,18,1,1,3,1,17,11,22,10,False,False,True,True,Stop,Stop,East,South,99,2,South,2566,True,True,True,True,2565
9,4,4,10000,10000,16,19,1,1,3,1,18,11,22,10,False,False,True,True,Stop,Stop,East,South,99,1,South,2565,True,True,True,True,2564
9,3,4,10000,10000,16,20,1,1,3,1,18,10,22,10,False,False,True,True,Stop,Stop,South,South,99,1,East,2564,True,True,True,False,2663
10,3,4,10000,10000,14,20,1,1,3,1,17,10,22,10,False,False,True,True,Stop,Stop,West,North,98,1,East,2663,True,True,True,False,2662
11,3,4,10000,10000,13,18,1,1,3,1,17,10,22,11,False,False,True,True,Stop,Stop,West,West,98,1,East,2662,True,True,True,False,2661
12,3,4,10000,10000,12,16,1,1,3,1,17,10,21,11,False,False,True,True,Stop,Stop,West,West,98,1,East,2661,True,True,True,False,2660
13,3,4,10000,10000,10,14,1,1,3,1,17,9,20,11,False,False,True,True,Stop,Stop,South,South,98,2,East,2660,True,True,True,False,2659
14,3,4,10000,10000,10,14,1,1,3,1,17,10,20,10,False,False,True,True,Stop,Stop,North,North,98,2,East,2659,True,True,True,False,2658
15,3,4,10000,10000,10,12,1,1,3,1,17,11,20,11,False,False,True,True,Stop,Stop,North,South,98,1,North,2658,True,True,True,False,2757
15,4,4,10000,10000,9,11,1,1,3,1,17,11,20,10,False,False,True,True,Stop,Stop,North,South,97,1,North,2757,True,True,True,True,2856
15,5,4,10000,10000,9,11,1,1,3,1,18,11,20,10,False,False,True,True,Stop,Stop,East,North,96,1,East,2856,True,True,True,True,2955
16,5,4,10000,10000,9,9,1,1,3,1,18,12,20,11,False,False,True,True,Stop,Stop,North,South,95,1,East,2955,True,True,True,True,3054
17,5,4,10000,10000,8,7,1,1,3,1,18,12,20,10,False,False,True,True,Stop,Stop,North,South,94,1,North,3054,True,True,True,True,3153
17,6,4,10000,10000,7,7,1,1,3,1,18,12,20,9,False,False,True,True,Stop,Stop,North,North,93,1,North,3153,True,True,True,True,3252
17,7,4,10000,10000,5,5,1,1,3,1,17,12,20,10,False,False,True,True,Stop,Stop,West,West,92,1,North,3252,True,True,True,True,3351
17,8,4,10000,10000,3,3,1,1,3,1,17,11,19,10,False,False,True,True,Stop,Stop,South,South,91,1,West,3351,True,True,True,True,3450
16,8,4,10000,10000,3,5,1,1,3,1,16,11,19,9,False,False,True,True,Stop,Stop,West,East,90,1,West,3450,True,True,True,True,3549
15,8,4,10000,10000,3,5,1,1,3,1,15,11,20,9,False,False,True,True,Stop,Stop,West,South,89,1,South,3549,True,True,True,True,3648
15,7,4,10000,10000,5,7,1,1,3,1,16,11,20,8,False,False,True,True,Stop,Stop,East,North,88,1,East,3648,True,True,True,True,3747
16,7,4,10000,10000,3,7,1,1,3,1,16,10,20,9,False,False,True,True,Stop,Stop,South,North,87,3,East,3747,True,True,True,True,3746
17,7,4,10000,10000,5,5,1,1,3,1,15,10,20,10,False,False,True,True,Stop,Stop,West,South,87,2,East,3746,True,True,True,True,3745
18,7,4,10000,10000,5,5,1,1,3,1,16,10,20,9,False,False,True,True,Stop,Stop,East,East,87,1,South,3745,True,True,True,True,3844
18,6,4,10000,10000,7,6,1,1,3,1,16,11,21,9,False,False,True,True,Stop,Stop,North,East,86,1,South,3844,True,True,True,True,3843
18,5,4,10000,10000,9,7,1,1,3,1,15,11,21,9,False,False,True,True,Stop,Stop,West,East,86,2,East,3843,True,True,True,True,3842
19,5,4,10000,10000,9,6,1,1,3,1,16,11,21,9,False,False,True,True,Stop,Stop,East,East,86,1,East,3842,True,True,True,True,3941
20,5,4,10000,10000,10,4,1,1,3,1,16,11,21,9,False,False,True,True,Stop,Stop,East,South,85,1,East,3941,True,True,True,True,4040
21,5,4,10000,10000,11,2,1,1,3,1,16,11,21,8,False,False,True,True,Stop,Stop,East,South,84,1,North,4040,True,True,True,True,4039
21,6,4,10000,10000,9,2,1,1,3,1,17,11,21,7,False,False,True,True,Stop,Stop,East,North,84,1,North,4039,True,True,True,True,4338
21,7,4,10000,10000,7,10000,1,1,3,1,18,11,21,8,False,False,True,False,Stop,Stop,East,Stop,83,1,North,4338,True,True,True,True,4437
21,8,4,10000,10000,5,10000,1,1,3,1,18,10,7,1,False,False,True,False,Stop,Stop,South,Stop,82,1,North,4437,True,True,True,True,4436
21,9,4,10000,10000,5,10000,1,1,3,1,18,11,7,1,False,False,True,False,Stop,Stop,North,Stop,82,1,West,4436,True,True,True,True,4535
20,9,4,10000,10000,3,10000,1,1,3,1,18,10,7,1,False,False,True,False,Stop,Stop,South,Stop,81,1,West,4535,True,True,True,True,4634
19,9,4,10000,10000,3,10000,1,1,3,1,18,11,7,1,False,False,True,False,Stop,Stop,North,Stop,80,1,East,4634,True,True,True,True,4633
20,9,4,10000,10000,3,10000,1,1,3,1,18,10,7,1,False,False,True,False,Stop,Stop,South,Stop,80,1,East,4633,True,True,True,True,4632
21,9,4,10000,10000,4,10000,1,1,3,1,18,10,7,1,False,False,True,False,Stop,Stop,South,Stop,80,1,East,4632,True,True,True,True,4631
22,9,4,10000,10000,6,10000,1,1,3,1,17,10,7,1,False,False,True,False,Stop,Stop,West,Stop,80,1,North,4631,True,True,True,True,4730
22,10,4,10000,10000,4,10000,1,1,3,1,18,10,7,1,False,False,True,False,Stop,Stop,East,Stop,79,1,North,4730,True,True,True,True,4829
22,11,4,10000,10000,4,10000,1,1,3,1,18,11,7,1,False,False,True,False,Stop,Stop,North,Stop,78,1,North,4829,True,True,True,True,4828
22,12,4,10000,10000,6,10000,1,1,3,1,18,10,7,1,False,False,True,False,Stop,Stop,South,Stop,78,2,West,4828,True,True,False,True,4827
21,12,4,10000,10000,6,10000,1,1,3,1,17,10,7,1,False,False,True,False,Stop,Stop,West,Stop,78,1,West,4827,True,True,False,True,4926
20,12,4,10000,10000,6,10000,1,1,3,1,16,10,7,1,False,False,True,False,Stop,Stop,West,Stop,77,1,West,4926,True,True,False,True,4925
19,12,4,10000,10000,6,10000,1,1,3,1,16,9,7,1,False,False,True,False,Stop,Stop,South,Stop,77,1,West,4925,True,True,False,True,5024
18,12,4,10000,10000,6,10000,1,1,3,1,15,9,7,1,False,False,True,False,Stop,Stop,West,Stop,76,1,West,5024,True,True,False,True,5123
17,12,4,10000,10000,4,10000,1,1,3,1,16,9,7,1,False,False,True,False,Stop,Stop,East,Stop,75,1,South,5123,True,True,False,True,5222
17,11,4,10000,10000,4,10000,1,1,3,1,15,9,7,1,False,False,True,False,Stop,Stop,West,Stop,74,1,South,5222,True,True,True,True,5321
17,10,4,10000,10000,3,10000,1,1,3,1,15,9,7,1,False,False,True,False,Stop,Stop,West,Stop,73,1,South,5321,True,True,True,True,5420
17,9,4,10000,10000,2,10000,1,1,3,1,15,9,7,1,False,False,True,False,Stop,Stop,West,Stop,72,1,West,5420,True,True,True,True,5419
16,9,4,10000,10000,2,10000,1,1,3,1,15,10,7,1,False,False,True,False,Stop,Stop,North,Stop,72,1,West,5419,True,True,True,True,5418
15,9,4,10000,10000,2,10000,1,1,3,1,15,11,7,1,False,False,True,False,Stop,Stop,North,Stop,72,1,West,5418,True,True,True,True,5417
14,9,4,10000,10000,4,10000,1,1,3,1,15,12,7,1,False,False,True,False,Stop,Stop,North,Stop,72,2,West,5417,True,True,True,True,5416
13,9,4,10000,10000,4,10000,1,1,3,1,15,11,7,1,False,False,True,False,Stop,Stop,South,Stop,72,2,West,5416,True,True,True,True,5415
12,9,4,10000,10000,4,10000,1,1,3,1,14,11,7,1,False,False,True,False,Stop,Stop,West,Stop,72,1,East,5415,True,True,True,True,5414
13,9,4,10000,10000,2,10000,1,1,3,1,13,11,7,1,False,False,True,False,Stop,Stop,West,Stop,72,2,East,5414,True,True,True,True,5413
14,9,4,10000,10000,2,10000,1,1,3,1,13,10,7,1,False,False,True,False,Stop,Stop,South,Stop,72,2,East,5413,True,True,True,True,5412
15,9,4,10000,10000,4,10000,1,1,3,1,12,10,7,1,False,False,True,False,Stop,Stop,West,Stop,72,1,North,5412,True,True,True,True,5511
15,10,4,10000,10000,3,10000,1,1,3,1,12,10,7,1,False,False,True,False,Stop,Stop,West,Stop,71,1,North,5511,True,True,True,True,5610
15,11,4,10000,10000,3,10000,1,1,3,1,12,11,7,1,False,False,True,False,Stop,Stop,North,Stop,70,1,North,5610,True,True,True,True,5609
15,12,4,10000,10000,3,10000,1,1,3,1,12,12,7,1,False,False,True,False,Stop,Stop,North,Stop,70,2,West,5609,True,True,False,True,5608
14,1,4,15,12,13,14,11,13,14,13,15,13,17,13,True,True,True,True,East,East,East,West,229,1,East,-1,True,True,False,False,98
15,1,4,16,12,13,14,11,13,15,13,14,13,16,13,True,True,True,True,East,East,West,East,228,1,East,98,True,True,True,False,197
16,1,4,18,13,15,12,10,13,15,13,14,14,17,13,True,True,True,True,West,East,North,West,227,1,East,197,True,True,False,False,296
17,1,4,19,14,16,14,10,13,15,13,14,14,16,13,True,True,True,True,West,East,North,West,226,1,East,296,True,True,False,False,395
18,1,4,20,14,18,16,10,13,16,13,14,15,15,13,True,True,True,True,West,East,North,West,225,1,East,395,True,True,False,False,494
19,1,4,20,14,19,16,11,13,17,13,14,15,14,13,True,True,True,True,East,East,North,East,224,1,East,494,True,True,False,False,593
20,1,4,20,15,19,16,12,13,17,13,14,14,15,13,True,True,True,True,East,East,South,East,223,1,East,593,True,True,False,False,692
21,1,4,22,16,19,17,11,13,17,13,14,13,16,13,True,True,True,True,West,East,South,East,222,1,East,692,True,True,False,False,791
22,1,4,23,18,21,17,11,13,16,13,13,13,16,13,True,True,True,True,West,West,West,East,221,1,East,791,True,True,False,False,890
23,1,4,24,19,23,18,11,13,16,13,13,14,17,13,True,True,True,True,West,West,North,East,220,1,East,890,True,True,False,False,989
24,1,4,26,21,24,19,10,13,15,13,13,14,17,13,True,True,True,True,West,West,North,East,219,1,East,989,True,True,False,False,1088
25,1,4,26,22,24,20,11,13,15,13,13,13,17,13,True,True,True,True,East,West,South,East,218,1,East,1088,True,True,False,False,1187
26,1,4,27,23,24,21,11,13,15,13,14,13,17,13,True,True,True,True,East,West,East,East,217,1,North,1187,False,True,True,False,1286
26,2,4,26,22,22,21,11,13,15,13,15,13,17,13,True,True,True,True,East,West,East,West,216,1,North,1286,False,False,True,True,1385
26,3,4,26,21,21,20,10,13,15,13,15,13,16,13,True,True,True,True,West,West,East,West,215,1,West,1385,False,True,False,True,1484
25,3,4,25,20,21,19,10,13,15,13,14,13,16,13,True,True,True,True,West,West,West,West,214,1,West,1484,True,True,False,False,1583
24,3,4,23,20,21,19,11,13,14,13,14,14,16,13,True,True,True,True,East,West,North,West,213,1,West,1583,True,True,True,False,1682
23,3,4,23,18,21,19,10,13,15,13,14,15,15,13,True,True,True,True,West,East,North,West,212,1,West,1682,True,True,False,False,1781
22,3,4,22,17,21,18,10,13,15,13,13,15,14,13,True,True,True,True,West,East,West,West,211,1,West,1781,True,True,False,False,1880
21,3,4,21,15,21,18,10,13,16,13,12,15,14,13,True,True,True,True,West,East,West,West,210,1,North,1880,True,False,True,False,1979
21,4,4,19,13,20,16,11,13,17,13,12,15,13,13,True,True,True,True,East,East,West,East,209,1,North,1979,False,False,True,True,2078
21,5,4,18,13,20,16,11,13,16,13,12,16,14,13,True,True,True,True,East,West,North,North,208,1,North,2078,False,False,True,True,2177
21,6,4,18,11,20,16,10,13,17,13,12,17,14,14,True,True,True,True,West,East,North,North,207,1,North,2177,False,True,True,True,2276
21,7,4,17,10,19,14,10,13,17,13,12,17,14,15,True,True,True,True,West,East,North,South,206,1,North,2276,False,False,True,True,2375
21,8,4,16,10,17,14,10,13,16,13,12,16,14,14,True,True,True,True,West,West,South,West,205,1,North,2375,False,False,True,True,2474
21,9,4,14,8,15,13,11,13,17,13,12,15,13,14,True,True,True,True,East,East,South,West,204,1,North,2474,True,True,True,True,2573
21,10,4,12,8,15,11,12,13,16,13,12,16,13,14,True,True,True,True,East,West,North,East,203,1,North,2573,False,False,True,True,2672
21,11,4,10,7,13,11,13,13,16,13,12,15,14,14,True,True,True,True,East,West,South,North,202,1,North,2672,False,False,True,True,2771
21,12,4,9,5,13,10,13,13,17,13,12,16,14,15,True,True,True,True,East,East,North,North,201,1,North,2771,False,False,True,True,2870
21,13,4,8,4,11,9,13,13,17,13,12,15,14,15,True,True,True,True,East,East,South,North,200,1,North,2870,True,True,True,True,2969
21,14,4,9,5,11,7,13,13,17,13,12,16,14,15,True,True,True,True,East,East,North,South,199,1,North,2969,False,False,True,True,3068
21,15,4,11,6,11,8,12,13,17,13,12,17,14,14,True,True,True,True,West,East,North,South,198,1,North,3068,False,False,True,True,3167
21,16,4,12,8,9,10,12,13,16,13,12,16,14,14,True,True,True,True,West,West,South,South,197,1,North,3167,False,False,True,True,3266
21,17,4,14,8,10,10,11,13,17,13,12,16,14,13,True,True,True,True,West,East,South,East,196,1,North,3266,False,False,True,True,3365
21,18,4,14,10,11,11,12,13,16,13,12,16,15,13,True,True,True,True,East,West,South,East,195,1,East,3365,True,False,True,True,3464
22,18,4,14,12,11,11,13,13,15,13,12,17,15,13,True,True,True,True,East,West,North,East,194,1,East,3464,True,True,False,False,3563
23,18,4,14,13,11,12,14,13,15,13,12,18,16,13,True,True,True,True,East,West,North,East,193,1,East,3563,True,True,False,False,3662
24,18,4,14,13,13,14,14,14,16,13,11,18,16,13,True,True,True,True,North,East,West,West,192,1,East,3662,True,True,False,False,3761
25,18,4,14,15,13,14,14,15,15,13,12,18,15,13,True,True,True,True,North,West,East,East,191,1,East,3761,True,True,False,False,3860
26,18,4,16,15,14,14,14,14,16,13,12,18,16,13,True,True,True,True,South,East,East,East,190,1,North,3860,False,True,True,False,3959
26,19,4,18,17,15,16,14,13,15,13,12,18,17,13,True,True,True,True,South,West,East,West,189,1,North,3959,False,False,True,True,4058
26,20,4,20,19,16,17,13,13,14,13,12,18,16,13,True,True,True,True,West,West,East,West,188,1,North,4058,False,False,True,True,4157
26,21,4,21,19,17,17,13,13,15,13,12,18,16,13,True,True,True,True,West,East,East,East,187,1,North,4157,False,True,True,True,4256
26,22,4,21,19,19,18,14,13,16,13,11,18,17,13,True,True,True,True,East,East,West,East,186,2,North,4256,False,False,True,True,4255
26,23,4,21,21,20,19,15,13,15,13,11,18,17,13,True,True,True,True,East,West,West,East,186,1,North,4255,False,False,True,True,4354
26,24,4,22,21,20,21,15,13,16,13,12,18,17,13,True,True,True,True,East,East,East,West,185,1,North,4354,False,False,True,True,4453
26,25,4,23,21,22,22,15,13,17,13,12,17,16,13,True,True,True,True,East,East,South,West,184,1,West,4453,False,True,False,True,4552
25,25,4,23,20,20,20,14,13,17,13,12,18,16,13,True,True,True,True,West,East,North,East,183,1,West,4552,True,True,False,False,4651
24,25,4,21,19,20,19,15,13,17,13,11,18,17,13,True,True,True,True,East,East,West,East,182,1,West,4651,True,True,False,False,4750
23,25,4,20,18,20,18,15,13,17,13,10,18,17,13,True,True,True,True,East,East,West,East,181,1,West,4750,True,True,False,False,4849
