@relation training_keyboard.arff-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C26-Llast

@attribute Pacman_posx numeric
@attribute Pacman_posy numeric
@attribute Number_ghosts numeric
@attribute Ghost1_Distance numeric
@attribute Ghost2_Distance numeric
@attribute Ghost3_Distance numeric
@attribute Ghost4_Distance numeric
@attribute Ghost1_Posx numeric
@attribute Ghost1_Posy numeric
@attribute Ghost2_Posx numeric
@attribute Ghost2_Posy numeric
@attribute Ghost3_Posx numeric
@attribute Ghost3_Posy numeric
@attribute Ghost4_Posx numeric
@attribute Ghost4_Posy numeric
@attribute Living_Ghost1 {True,False}
@attribute Living_Ghost2 {True,False}
@attribute Living_Ghost3 {True,False}
@attribute Living_Ghost4 {True,False}
@attribute Ghost1_Direction {North,South,East,West,Stop,None}
@attribute Ghost2_Direction {North,South,East,West,Stop,None}
@attribute Ghost3_Direction {North,South,East,West,Stop,None}
@attribute Ghost4_Direction {North,South,East,West,Stop,None}
@attribute pacDots numeric
@attribute Dist_nearest_pacDots numeric
@attribute Pacman_direction {North,South,East,West,Stop}
@attribute Score numeric
@attribute East_Legal {True,False}
@attribute West_Legal {True,False}
@attribute North_Legal {True,False}
@attribute South_Legal {True,False}
@attribute FutureScore numeric

@data
12,16,4,15,10000,10000,10000,4,9,3,1,5,1,7,1,True,False,False,False,North,Stop,Stop,Stop,0,-1,West,528,True,True,False,True,527
11,16,4,14,10000,10000,10000,4,9,3,1,5,1,7,1,True,False,False,False,North,Stop,Stop,Stop,0,-1,West,527,True,True,False,True,526
10,16,4,14,10000,10000,10000,3,9,3,1,5,1,7,1,True,False,False,False,West,Stop,Stop,Stop,0,-1,South,526,True,True,False,True,525
10,15,4,14,10000,10000,10000,3,8,3,1,5,1,7,1,True,False,False,False,South,Stop,Stop,Stop,0,-1,South,525,True,True,True,True,524
10,14,4,12,10000,10000,10000,4,8,3,1,5,1,7,1,True,False,False,False,East,Stop,Stop,Stop,0,-1,South,524,False,True,True,True,523
10,13,4,12,10000,10000,10000,4,7,3,1,5,1,7,1,True,False,False,False,South,Stop,Stop,Stop,0,-1,South,523,False,True,True,True,522
10,12,4,10,10000,10000,10000,4,8,3,1,5,1,7,1,True,False,False,False,North,Stop,Stop,Stop,0,-1,South,522,True,True,True,True,521
10,11,4,8,10000,10000,10000,4,9,3,1,5,1,7,1,True,False,False,False,North,Stop,Stop,Stop,0,-1,South,521,True,True,True,True,520
10,10,4,6,10000,10000,10000,5,9,3,1,5,1,7,1,True,False,False,False,East,Stop,Stop,Stop,0,-1,South,520,True,True,True,True,519
10,9,4,4,10000,10000,10000,6,9,3,1,5,1,7,1,True,False,False,False,East,Stop,Stop,Stop,0,-1,South,519,True,True,True,True,518
10,8,4,4,10000,10000,10000,6,8,3,1,5,1,7,1,True,False,False,False,South,Stop,Stop,Stop,0,-1,South,518,True,True,True,True,517
10,7,4,6,10000,10000,10000,5,8,3,1,5,1,7,1,True,False,False,False,West,Stop,Stop,Stop,0,-1,South,517,True,True,True,True,516
10,6,4,8,10000,10000,10000,4,8,3,1,5,1,7,1,True,False,False,False,West,Stop,Stop,Stop,0,-1,West,516,True,True,True,True,515
9,6,4,8,10000,10000,10000,3,8,3,1,5,1,7,1,True,False,False,False,West,Stop,Stop,Stop,0,-1,West,515,True,True,True,True,514
8,6,4,6,10000,10000,10000,4,8,3,1,5,1,7,1,True,False,False,False,East,Stop,Stop,Stop,0,-1,West,514,True,True,True,True,513
7,6,4,6,10000,10000,10000,3,8,3,1,5,1,7,1,True,False,False,False,West,Stop,Stop,Stop,0,-1,West,513,True,True,False,False,512
6,6,4,6,10000,10000,10000,3,9,3,1,5,1,7,1,True,False,False,False,North,Stop,Stop,Stop,0,-1,West,512,True,True,True,False,511
5,6,4,5,10000,10000,10000,3,9,3,1,5,1,7,1,True,False,False,False,North,Stop,Stop,Stop,0,-1,West,511,True,True,True,True,510
4,6,4,5,10000,10000,10000,3,10,3,1,5,1,7,1,True,False,False,False,North,Stop,Stop,Stop,0,-1,North,510,True,True,True,True,509
4,7,4,4,10000,10000,10000,3,10,3,1,5,1,7,1,True,False,False,False,North,Stop,Stop,Stop,0,-1,North,509,True,True,True,True,508
4,8,4,3,10000,10000,10000,3,10,3,1,5,1,7,1,True,False,False,False,North,Stop,Stop,Stop,0,-1,North,508,True,True,True,True,507
4,9,4,1,10000,10000,10000,4,10,3,1,5,1,7,1,True,False,False,False,East,Stop,Stop,Stop,0,-1,West,507,True,True,True,True,506
3,9,4,2,10000,10000,10000,4,10,3,1,5,1,7,1,True,False,False,False,North,Stop,Stop,Stop,0,-1,East,505,True,False,True,True,504
4,9,4,2,10000,10000,10000,3,10,3,1,5,1,7,1,True,False,False,False,West,Stop,Stop,Stop,0,-1,East,504,True,True,True,True,503
5,9,4,2,10000,10000,10000,3,9,3,1,5,1,7,1,True,False,False,False,South,Stop,Stop,Stop,0,-1,East,503,True,True,True,True,502
6,9,4,3,10000,10000,10000,3,9,3,1,5,1,7,1,True,False,False,False,South,Stop,Stop,Stop,0,-1,North,502,False,True,True,True,501
6,10,4,3,10000,10000,10000,3,10,3,1,5,1,7,1,True,False,False,False,North,Stop,Stop,Stop,0,-1,West,501,False,True,False,True,500
4,12,4,13,13,15,20,9,4,12,7,19,12,22,9,True,True,True,True,North,East,Stop,West,121,2,East,-1,True,True,False,True,-2
5,12,4,11,12,14,18,9,5,12,7,19,12,21,9,True,True,True,True,North,East,Stop,North,121,1,East,-2,True,True,False,True,-3
6,12,4,9,10,14,18,9,6,11,7,19,11,21,10,True,True,True,True,North,West,South,East,121,1,East,-3,True,True,False,True,96
7,12,4,8,8,14,16,9,6,11,8,19,10,22,10,True,True,True,True,North,North,South,North,120,1,South,96,True,True,False,True,195
7,11,4,7,8,12,16,9,6,12,8,19,11,22,11,True,True,True,True,North,East,North,South,119,1,South,195,True,True,True,True,294
7,10,4,5,8,14,15,9,7,13,8,20,11,22,10,True,True,True,True,North,East,East,South,118,1,South,294,True,True,True,True,393
7,9,4,3,8,14,15,9,8,13,7,20,10,22,10,True,True,True,True,North,South,South,South,117,1,East,393,True,True,True,True,492
8,9,4,1,6,13,15,8,8,12,7,20,10,22,9,True,True,True,True,West,West,South,North,116,1,East,492,True,True,True,True,591
9,9,4,3,4,13,15,8,7,12,8,21,10,22,10,True,True,True,True,South,North,East,North,115,1,East,591,True,True,True,True,690
10,9,4,3,4,13,14,9,7,13,8,21,11,22,11,True,True,True,True,East,East,North,North,114,1,South,690,True,True,True,True,789
10,8,4,2,4,14,16,9,7,14,8,21,11,22,11,True,True,True,True,East,East,North,East,113,1,South,789,True,True,True,True,1088
10,7,4,10000,6,16,17,1,1,15,8,22,11,23,11,False,True,True,True,Stop,East,East,East,112,1,West,1088,True,True,True,True,1087
9,7,4,10000,6,16,19,1,1,14,8,22,10,23,11,False,True,True,True,Stop,West,South,North,112,1,West,1087,True,True,True,True,1086
8,7,4,10000,8,16,19,1,1,15,8,22,9,23,12,False,True,True,True,Stop,East,South,South,112,1,West,1086,True,True,True,True,1185
7,7,4,10000,8,18,19,1,1,15,7,22,10,23,11,False,True,True,True,Stop,South,North,West,111,1,West,1185,True,True,True,True,1284
6,7,4,10000,10,18,19,1,1,15,8,21,10,22,11,False,True,True,True,Stop,North,West,West,110,1,West,1284,True,True,True,True,1383
5,7,4,10000,10,18,21,1,1,14,8,20,10,21,11,False,True,True,True,Stop,West,West,East,109,1,North,1383,True,True,True,True,1482
5,8,4,10000,10,17,19,1,1,14,9,20,10,22,11,False,True,True,True,Stop,North,West,West,108,1,East,1482,True,True,True,True,1581
6,8,4,10000,10,16,18,1,1,15,9,20,10,21,11,False,True,True,True,Stop,East,West,West,107,1,East,1581,True,True,True,True,1680
7,8,4,10000,8,14,16,1,1,15,8,19,10,21,11,False,True,True,True,Stop,South,West,South,106,2,East,1680,True,True,True,True,1679
8,8,4,10000,7,12,14,1,1,15,8,18,10,21,10,False,True,True,True,Stop,South,West,South,106,2,East,1679,True,True,True,True,1678
9,8,4,10000,5,11,14,1,1,14,8,18,10,21,9,False,True,True,True,Stop,West,West,East,106,2,East,1678,True,True,True,True,1677
10,8,4,10000,5,9,14,1,1,14,7,17,10,22,9,False,True,True,True,Stop,South,West,East,106,1,East,1677,True,True,True,True,1776
11,8,4,10000,5,9,12,1,1,14,6,18,10,23,9,False,True,True,True,Stop,South,East,West,105,1,East,1776,True,True,True,True,1875
12,8,4,10000,3,7,12,1,1,13,6,17,10,22,9,False,True,True,True,Stop,West,West,North,104,1,East,1875,True,True,True,True,1874
13,8,4,10000,1,6,12,1,1,13,7,17,10,22,10,False,True,True,True,Stop,North,West,North,104,2,East,1874,True,True,True,True,1873
14,8,4,10000,2,6,10,1,1,13,7,18,10,22,11,False,True,True,True,Stop,North,East,West,104,1,East,1873,True,True,True,True,1972
15,8,4,10000,2,4,9,1,1,14,7,17,10,21,11,False,True,True,True,Stop,East,West,West,103,1,East,1972,True,True,True,True,2071
16,8,4,10000,4,3,7,1,1,14,6,17,10,21,11,False,True,True,True,Stop,South,West,West,102,1,East,2071,True,True,True,True,2170
17,8,4,10000,6,1,6,1,1,13,6,17,9,20,11,False,True,True,True,Stop,West,South,West,101,1,South,2170,True,True,True,True,2269
17,7,4,10000,6,2,8,1,1,12,6,17,9,20,11,False,True,True,True,Stop,West,South,East,100,1,West,2269,True,True,True,True,2368
16,7,4,10000,6,2,10,1,1,12,5,16,9,21,11,False,True,True,True,Stop,South,West,North,99,1,West,2368,True,True,True,True,2467
15,7,4,10000,4,2,10,1,1,12,6,16,8,21,12,False,True,True,True,Stop,North,South,West,98,2,West,2467,True,True,True,True,2466
14,7,4,10000,4,4,11,1,1,12,5,17,8,20,12,False,True,True,True,Stop,South,East,West,98,2,West,2466,True,True,True,True,2465
13,7,4,10000,2,6,13,1,1,12,6,17,9,20,12,False,True,True,True,Stop,North,North,East,98,1,West,2465,True,True,True,True,2564
12,7,4,10000,2,8,14,1,1,12,5,18,9,21,12,False,True,True,True,Stop,South,East,East,97,2,South,2564,True,True,True,True,2563
12,6,4,10000,1,10,15,1,1,12,5,18,10,21,12,False,True,True,True,Stop,South,North,East,97,1,South,2563,True,True,True,True,2862
12,5,4,10000,10000,11,15,1,1,3,1,18,10,21,12,False,False,True,True,Stop,Stop,North,South,96,1,South,2862,True,True,True,True,2961
12,4,4,10000,10000,13,17,1,1,3,1,18,11,21,11,False,False,True,True,Stop,Stop,North,North,95,1,West,2961,True,True,True,True,3060
11,4,4,10000,10000,14,17,1,1,3,1,18,11,21,12,False,False,True,True,Stop,Stop,North,West,94,1,West,3060,True,True,True,True,3159
10,4,4,10000,10000,14,19,1,1,3,1,18,10,20,12,False,False,True,True,Stop,Stop,South,East,93,1,North,3159,True,True,True,True,3258
10,5,4,10000,10000,12,18,1,1,3,1,17,10,21,12,False,False,True,True,Stop,Stop,West,East,92,1,East,3258,True,True,True,True,3357
11,5,4,10000,10000,12,16,1,1,3,1,17,11,21,12,False,False,True,True,Stop,Stop,North,West,91,2,East,3357,True,True,True,True,3356
12,5,4,10000,10000,12,14,1,1,3,1,18,11,20,12,False,False,True,True,Stop,Stop,East,West,91,3,East,3356,True,True,True,True,3355
13,5,4,10000,10000,10,14,1,1,3,1,18,10,19,12,False,False,True,True,Stop,Stop,South,East,91,2,East,3355,True,True,True,True,3354
14,5,4,10000,10000,10,13,1,1,3,1,19,10,20,12,False,False,True,True,Stop,Stop,East,East,91,1,East,3354,True,True,True,True,3453
15,5,4,10000,10000,8,11,1,1,3,1,18,10,20,12,False,False,True,True,Stop,Stop,West,South,90,1,East,3453,True,True,True,True,3552
16,5,4,10000,10000,8,9,1,1,3,1,19,10,20,11,False,False,True,True,Stop,Stop,East,South,89,1,East,3552,True,True,True,True,3651
17,5,4,10000,10000,6,9,1,1,3,1,18,10,20,10,False,False,True,True,Stop,Stop,West,North,88,1,South,3651,True,True,True,True,3750
17,4,4,10000,10000,6,9,1,1,3,1,18,9,20,11,False,False,True,True,Stop,Stop,South,West,87,1,South,3750,True,True,True,True,3849
17,3,4,10000,10000,6,11,1,1,3,1,17,9,19,11,False,False,True,True,Stop,Stop,West,North,86,1,East,3849,True,True,True,False,3948
18,3,4,10000,10000,8,11,1,1,3,1,17,10,19,12,False,False,True,True,Stop,Stop,North,East,85,1,East,3948,True,True,True,False,4047
19,3,4,10000,10000,9,11,1,1,3,1,17,10,20,12,False,False,True,True,Stop,Stop,North,East,84,1,East,4047,True,True,True,False,4146
20,3,4,10000,10000,9,11,1,1,3,1,18,10,21,12,False,False,True,True,Stop,Stop,East,East,83,1,East,4146,True,True,True,False,4145
21,3,4,10000,10000,11,9,1,1,3,1,18,11,22,12,False,False,True,True,Stop,Stop,North,West,83,1,East,4145,True,True,True,False,4144
22,3,4,10000,10000,13,11,1,1,3,1,18,12,21,12,False,False,True,True,Stop,Stop,North,West,83,1,East,4144,True,True,True,False,4143
23,3,4,10000,10000,15,14,1,1,3,1,16,11,19,12,False,False,True,True,Stop,Stop,West,West,83,2,West,4141,False,True,True,False,4140
22,3,4,10000,10000,14,13,1,1,3,1,16,11,18,12,False,False,True,True,Stop,Stop,West,West,83,1,West,4140,True,True,True,False,4139
21,3,4,10000,10000,13,13,1,1,3,1,16,11,18,12,False,False,True,True,Stop,Stop,West,West,83,1,West,4139,True,True,True,False,4138
20,3,4,10000,10000,13,12,1,1,3,1,15,11,17,12,False,False,True,True,Stop,Stop,West,West,83,1,North,4138,True,True,True,False,4237
20,4,4,10000,10000,13,10,1,1,3,1,15,12,17,12,False,False,True,True,Stop,Stop,North,South,82,1,North,4237,True,True,True,True,4336
20,5,4,10000,10000,13,8,1,1,3,1,14,12,17,11,False,False,True,True,Stop,Stop,West,South,81,1,North,4336,True,True,True,True,4435
20,6,4,10000,10000,11,8,1,1,3,1,15,12,17,10,False,False,True,True,Stop,Stop,East,West,80,1,North,4435,True,True,True,True,4534
20,7,4,10000,10000,11,8,1,1,3,1,14,12,16,10,False,False,True,True,Stop,Stop,West,West,79,1,North,4534,True,True,True,True,4633
20,8,4,10000,10000,10,8,1,1,3,1,14,12,15,10,False,False,True,True,Stop,Stop,West,North,78,1,North,4633,True,True,True,True,4732
20,9,4,10000,10000,8,7,1,1,3,1,14,11,15,11,False,False,True,True,Stop,Stop,South,North,77,1,West,4732,True,True,True,True,4831
19,9,4,10000,10000,7,5,1,1,3,1,14,11,15,11,False,False,True,True,Stop,Stop,South,South,76,1,West,4831,True,True,True,True,4930
18,9,4,10000,10000,6,4,1,1,3,1,14,11,15,10,False,False,True,True,Stop,Stop,South,South,75,1,West,4930,True,True,True,True,5029
17,9,4,10000,10000,6,3,1,1,3,1,14,12,15,10,False,False,True,True,Stop,Stop,North,South,74,1,North,5029,True,True,True,True,5128
17,10,4,10000,10000,4,2,1,1,3,1,14,11,15,10,False,False,True,True,Stop,Stop,South,South,73,1,North,5128,True,True,True,True,5227
17,11,4,10000,10000,4,2,1,1,3,1,13,11,15,10,False,False,True,True,Stop,Stop,West,East,72,1,North,5227,True,True,True,True,5326
17,12,4,10000,10000,6,2,1,1,3,1,12,11,16,10,False,False,True,True,Stop,Stop,West,North,71,1,West,5326,True,True,False,True,5325
16,12,4,10000,10000,4,1,1,1,3,1,13,11,16,11,False,False,True,True,Stop,Stop,East,North,71,1,West,5325,True,True,False,True,5324
15,12,4,10000,10000,2,3,1,1,3,1,13,12,16,11,False,False,True,True,Stop,Stop,North,East,71,1,West,5324,True,True,False,True,5523
14,12,4,10000,10000,10000,3,1,1,3,1,5,1,17,11,False,False,False,True,Stop,Stop,Stop,North,71,2,West,5523,True,True,False,True,5522
13,12,4,10000,10000,10000,4,1,1,3,1,5,1,17,12,False,False,False,True,Stop,Stop,Stop,North,71,2,West,5522,True,True,False,True,5521
12,12,4,10000,10000,10000,4,1,1,3,1,5,1,17,12,False,False,False,True,Stop,Stop,Stop,West,71,1,West,5521,True,True,False,True,5520
11,12,4,10000,10000,10000,6,1,1,3,1,5,1,16,12,False,False,False,True,Stop,Stop,Stop,South,71,1,West,5520,True,True,False,True,5619
10,12,4,10000,10000,10000,8,1,1,3,1,5,1,16,11,False,False,False,True,Stop,Stop,Stop,South,70,1,South,5619,True,True,False,True,5718
10,11,4,10000,10000,10000,7,1,1,3,1,5,1,16,10,False,False,False,True,Stop,Stop,Stop,South,69,1,South,5718,True,True,True,True,5817
10,10,4,10000,10000,10000,7,1,1,3,1,5,1,16,10,False,False,False,True,Stop,Stop,Stop,South,68,1,South,5817,True,True,True,True,5816
10,9,4,10000,10000,10000,7,1,1,3,1,5,1,16,9,False,False,False,True,Stop,Stop,Stop,East,68,2,East,5816,True,True,True,True,5815
11,9,4,10000,10000,10000,6,1,1,3,1,5,1,17,9,False,False,False,True,Stop,Stop,Stop,East,68,1,East,5815,True,True,True,True,5814
12,9,4,10000,10000,10000,6,1,1,3,1,5,1,17,9,False,False,False,True,Stop,Stop,Stop,North,68,1,East,5814,True,True,True,True,5813
13,9,4,10000,10000,10000,6,1,1,3,1,5,1,17,10,False,False,False,True,Stop,Stop,Stop,East,68,2,East,5813,True,True,True,True,5812
14,9,4,10000,10000,10000,6,1,1,3,1,5,1,18,10,False,False,False,True,Stop,Stop,Stop,East,68,2,East,5812,True,True,True,True,5811
15,9,4,10000,10000,10000,6,1,1,3,1,5,1,19,10,False,False,False,True,Stop,Stop,Stop,North,68,1,North,5811,True,True,True,True,5910
15,10,4,10000,10000,10000,4,1,1,3,1,5,1,19,11,False,False,False,True,Stop,Stop,Stop,West,67,1,North,5910,True,True,True,True,6009
15,11,4,10000,10000,10000,4,1,1,3,1,5,1,18,11,False,False,False,True,Stop,Stop,Stop,East,66,1,East,6009,True,True,True,True,6108
16,11,4,10000,10000,10000,4,1,1,3,1,5,1,19,11,False,False,False,True,Stop,Stop,Stop,South,65,1,East,6108,True,True,True,True,6107
17,11,4,10000,10000,10000,2,1,1,3,1,5,1,19,10,False,False,False,True,Stop,Stop,Stop,North,65,2,East,6107,True,True,True,True,6106
18,11,4,10000,10000,10000,2,1,1,3,1,5,1,19,11,False,False,False,True,Stop,Stop,Stop,South,65,1,East,6106,True,True,True,True,6105
19,11,4,10000,10000,10000,2,1,1,3,1,5,1,19,10,False,False,False,True,Stop,Stop,Stop,South,65,1,East,6105,True,True,True,True,6204
20,11,4,10000,10000,10000,2,1,1,3,1,5,1,19,9,False,False,False,True,Stop,Stop,Stop,East,64,1,East,6204,True,True,True,True,6303
21,11,4,10000,10000,10000,2,1,1,3,1,5,1,20,9,False,False,False,True,Stop,Stop,Stop,East,63,1,East,6303,True,True,True,True,6402
22,11,4,10000,10000,10000,4,1,1,3,1,5,1,21,9,False,False,False,True,Stop,Stop,Stop,South,62,1,South,6402,True,True,True,True,6501
22,10,4,10000,10000,10000,4,1,1,3,1,5,1,21,8,False,False,False,True,Stop,Stop,Stop,West,61,1,South,6501,True,True,True,True,6500
22,9,4,10000,10000,10000,4,1,1,3,1,5,1,20,8,False,False,False,True,Stop,Stop,Stop,South,61,1,West,6500,True,True,True,True,6499
21,9,4,10000,10000,10000,3,1,1,3,1,5,1,20,7,False,False,False,True,Stop,Stop,Stop,South,61,1,West,6499,True,True,True,True,6498
20,9,4,10000,10000,10000,3,1,1,3,1,5,1,20,7,False,False,False,True,Stop,Stop,Stop,South,61,1,West,6498,True,True,True,True,6497
19,9,4,10000,10000,10000,3,1,1,3,1,5,1,20,6,False,False,False,True,Stop,Stop,Stop,West,61,2,West,6497,True,True,True,True,6496
18,9,4,10000,10000,10000,4,1,1,3,1,5,1,19,6,False,False,False,True,Stop,Stop,Stop,West,61,3,South,6496,True,True,True,True,6495
18,8,4,10000,10000,10000,3,1,1,3,1,5,1,19,6,False,False,False,True,Stop,Stop,Stop,West,61,2,South,6495,True,True,True,True,6494
18,7,4,10000,10000,10000,1,1,1,3,1,5,1,19,6,False,False,False,True,Stop,Stop,Stop,North,61,1,South,6494,True,True,True,True,6593
18,6,4,10000,10000,10000,3,1,1,3,1,5,1,19,7,False,False,False,True,Stop,Stop,Stop,East,60,1,South,6593,True,True,True,True,6592
18,5,4,10000,10000,10000,5,1,1,3,1,5,1,20,7,False,False,False,True,Stop,Stop,Stop,East,60,2,West,6592,True,True,True,True,6591
17,5,4,10000,10000,10000,7,1,1,3,1,5,1,21,7,False,False,False,True,Stop,Stop,Stop,East,60,1,West,6591,True,True,True,True,6590
16,5,4,10000,10000,10000,9,1,1,3,1,5,1,22,7,False,False,False,True,Stop,Stop,Stop,East,60,1,West,6590,True,True,True,True,6589
15,5,4,10000,10000,10000,10,1,1,3,1,5,1,23,7,False,False,False,True,Stop,Stop,Stop,East,60,1,East,6589,True,True,True,True,6588
16,5,4,10000,10000,10000,8,1,1,3,1,5,1,23,7,False,False,False,True,Stop,Stop,Stop,West,60,1,East,6588,True,True,True,True,6587
17,5,4,10000,10000,10000,6,1,1,3,1,5,1,22,7,False,False,False,True,Stop,Stop,Stop,South,60,1,East,6587,True,True,True,True,6586
18,5,4,10000,10000,10000,6,1,1,3,1,5,1,22,6,False,False,False,True,Stop,Stop,Stop,East,60,2,East,6586,True,True,True,True,6585
19,5,4,10000,10000,10000,6,1,1,3,1,5,1,23,6,False,False,False,True,Stop,Stop,Stop,North,60,1,East,6585,True,True,True,True,6584
20,5,4,10000,10000,10000,5,1,1,3,1,5,1,23,7,False,False,False,True,Stop,Stop,Stop,North,60,1,East,6584,True,True,True,True,6683
21,5,4,10000,10000,10000,5,1,1,3,1,5,1,23,7,False,False,False,True,Stop,Stop,Stop,North,59,1,East,6683,True,True,True,True,6782
22,5,4,10000,10000,10000,3,1,1,3,1,5,1,23,8,False,False,False,True,Stop,Stop,Stop,South,58,1,North,6782,True,True,True,True,6781
22,6,4,10000,10000,10000,1,1,1,3,1,5,1,23,7,False,False,False,True,Stop,Stop,Stop,South,58,1,North,6781,True,True,True,True,6880
22,7,4,10000,10000,10000,3,1,1,3,1,5,1,23,6,False,False,False,True,Stop,Stop,Stop,South,57,1,North,6880,True,True,True,True,6979
22,8,4,10000,10000,10000,3,1,1,3,1,5,1,23,5,False,False,False,True,Stop,Stop,Stop,West,56,1,North,6979,True,True,True,True,6978
22,9,4,10000,10000,10000,5,1,1,3,1,5,1,22,5,False,False,False,True,Stop,Stop,Stop,South,56,2,East,6978,True,True,True,True,6977
23,9,4,10000,10000,10000,5,1,1,3,1,5,1,22,4,False,False,False,True,Stop,Stop,Stop,East,56,3,South,6977,False,True,True,True,6976
23,8,4,10000,10000,10000,5,1,1,3,1,5,1,23,4,False,False,False,True,Stop,Stop,Stop,South,56,2,South,6976,False,True,True,True,6975
23,7,4,10000,10000,10000,5,1,1,3,1,5,1,23,3,False,False,False,True,Stop,Stop,Stop,West,56,2,South,6975,False,True,True,True,6974
23,6,4,10000,10000,10000,5,1,1,3,1,5,1,22,3,False,False,False,True,Stop,Stop,Stop,West,56,3,South,6974,False,True,True,True,6973
23,5,4,10000,10000,10000,4,1,1,3,1,5,1,21,3,False,False,False,True,Stop,Stop,Stop,West,56,2,South,6973,False,True,True,True,6972
23,4,4,10000,10000,10000,2,1,1,3,1,5,1,21,3,False,False,False,True,Stop,Stop,Stop,North,56,1,South,6972,False,True,True,True,6971
23,3,4,10000,10000,10000,4,1,1,3,1,5,1,21,4,False,False,False,True,Stop,Stop,Stop,West,56,2,West,6971,False,True,True,False,6970
22,3,4,10000,10000,10000,4,1,1,3,1,5,1,20,4,False,False,False,True,Stop,Stop,Stop,West,56,1,West,6970,True,True,True,False,6969
21,3,4,10000,10000,10000,2,1,1,3,1,5,1,19,4,False,False,False,True,Stop,Stop,Stop,East,56,1,West,6969,True,True,True,False,6968
20,3,4,10000,10000,10000,1,1,1,3,1,5,1,20,4,False,False,False,True,Stop,Stop,Stop,East,56,2,West,6968,True,True,True,False,6967
19,3,4,10000,10000,10000,3,1,1,3,1,5,1,20,4,False,False,False,True,Stop,Stop,Stop,East,56,3,North,6967,True,True,True,False,6966
19,4,4,10000,10000,10000,1,1,1,3,1,5,1,21,4,False,False,False,True,Stop,Stop,Stop,West,56,2,North,6966,True,True,True,True,6965
14,1,4,16,13,12,15,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,229,1,East,-2,True,True,False,False,97
15,1,4,17,14,13,14,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,228,1,North,97,True,True,True,False,196
15,2,4,16,13,12,13,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,227,1,North,196,False,False,True,True,295
15,3,4,15,12,11,12,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,226,1,East,295,True,False,False,True,394
16,3,4,16,13,12,11,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,225,1,East,394,True,True,False,False,493
17,3,4,17,14,13,10,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,224,1,East,493,True,True,False,False,592
18,3,4,18,15,14,11,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,223,1,North,592,False,True,True,False,691
18,4,4,17,14,13,10,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,222,1,North,691,False,False,True,True,790
18,5,4,16,13,12,9,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,221,1,North,790,False,False,True,True,889
18,6,4,15,12,11,8,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,220,1,East,889,True,True,False,True,988
19,6,4,16,13,12,9,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,219,1,East,988,True,True,False,False,1087
20,6,4,17,14,13,10,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,218,1,East,1087,True,True,False,False,1186
21,6,4,18,15,14,11,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,217,1,North,1186,False,True,True,True,1285
21,7,4,17,14,13,10,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,216,1,North,1285,False,False,True,True,1384
21,8,4,16,13,12,9,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,215,1,North,1384,False,False,True,True,1483
21,9,4,15,12,11,8,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,214,1,North,1483,True,True,True,True,1582
21,10,4,14,11,10,7,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,213,1,North,1582,False,False,True,True,1681
21,11,4,13,10,9,6,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,212,1,North,1681,False,False,True,True,1780
21,12,4,12,9,8,5,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,211,1,North,1780,False,False,True,True,1879
21,13,4,11,8,7,4,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,210,1,North,1879,True,True,True,True,1978
21,14,4,12,9,8,5,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,209,1,North,1978,False,False,True,True,2077
21,15,4,13,10,9,6,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,208,1,North,2077,False,False,True,True,2176
21,16,4,14,11,10,7,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,207,1,North,2176,False,False,True,True,2275
21,17,4,15,12,11,8,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,206,1,North,2275,False,False,True,True,2374
21,18,4,16,13,12,9,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,205,1,North,2374,True,False,True,True,2473
